"corpus","user/arcady/selected_czech_statutes___2020_3"
"subcorpus","-"
Item,Frequency,Relative frequency
"kultura",41,26.28657
"poddodavatel",41,26.28657
"chyba",41,26.28657
"výměnek",41,26.28657
"velikost",41,26.28657
"budoucno",41,26.28657
"vyřazení",41,26.28657
"nesouhlas",41,26.28657
"nerezident",41,26.28657
"návštěva",41,26.28657
"doložení",41,26.28657
"zavlečení",41,26.28657
"tělo",40,25.64543
"seznámení",40,25.64543
"úsilí",40,25.64543
"dispozice",40,25.64543
"diskriminace",40,25.64543
"minimum",40,25.64543
"připojištění",40,25.64543
"působení",40,25.64543
"střet",40,25.64543
"článek",40,25.64543
"penále",40,25.64543
"varianta",39,25.00430
"zájemce",39,25.00430
"pohrůžka",39,25.00430
"hospodář",39,25.00430
"předchůdce",39,25.00430
"neudělení",39,25.00430
"rostlina",39,25.00430
"obyvatelstvo",39,25.00430
"směnka",39,25.00430
"dotace",39,25.00430
"zvolení",39,25.00430
"štítek",38,24.36316
"pořad",38,24.36316
"koordinace",38,24.36316
"čtvrtletí",38,24.36316
"proces",38,24.36316
"dodatek",38,24.36316
"energie",38,24.36316
"příslib",38,24.36316
"neodvolatelnost",38,24.36316
"zkrácení",38,24.36316
"vykonání",38,24.36316
"stejná",38,24.36316
"legalizace",38,24.36316
"zajišťování",38,24.36316
"říjen",38,24.36316
"pozemka",37,23.72202
"začátek",37,23.72202
"komisionář",37,23.72202
"utajení",37,23.72202
"jakost",37,23.72202
"úsek",37,23.72202
"kvalita",37,23.72202
"sjednání",37,23.72202
"mladistvý",37,23.72202
"zcizitel",37,23.72202
"místostarosta",37,23.72202
"nadřízený",37,23.72202
"azyl",37,23.72202
"rozmnožování",37,23.72202
"aukce",37,23.72202
"zmocnění",37,23.72202
"překročení",37,23.72202
"narušení",37,23.72202
"odběr",37,23.72202
"automobil",37,23.72202
"porod",37,23.72202
"prostranství",37,23.72202
"ubytovatel",37,23.72202
"zprostředkovatel",37,23.72202
"vkladatel",37,23.72202
"ověřování",36,23.08089
"žák",36,23.08089
"promlčení",36,23.08089
"pásmo",36,23.08089
"místopředseda",36,23.08089
"hodnost",36,23.08089
"vzor",36,23.08089
"rozklad",36,23.08089
"pohyb",36,23.08089
"nápoj",36,23.08089
"vynaložení",36,23.08089
"čerpání",36,23.08089
"své",36,23.08089
"duben",35,22.43975
"doprovod",35,22.43975
"komitent",35,22.43975
"koruna",35,22.43975
"přepočet",35,22.43975
"převoditelnost",35,22.43975
"přísedící",35,22.43975
"podatel",35,22.43975
"letiště",35,22.43975
"snoubenec",35,22.43975
"jiná",35,22.43975
"vzetí",35,22.43975
"knihovna",35,22.43975
"magistrát",35,22.43975
"rozvržení",35,22.43975
"přečin",35,22.43975
"odposlech",35,22.43975
"tisk",34,21.79862
"poživatel",34,21.79862
"koncern",34,21.79862
"uzavírání",34,21.79862
"vložení",34,21.79862
"svátek",34,21.79862
"menšina",34,21.79862
"výbušnina",34,21.79862
"věda",34,21.79862
"poměra",34,21.79862
"listopad",34,21.79862
"odborník",34,21.79862
"odpočinek",34,21.79862
"odstraňování",33,21.15748
"způsoba",33,21.15748
"odpisovatel",33,21.15748
"mapa",33,21.15748
"prokurista",33,21.15748
"propachtovatel",33,21.15748
"padělání",33,21.15748
"důvěrník",33,21.15748
"nepoměr",33,21.15748
"elektřina",33,21.15748
"knížka",33,21.15748
"informování",33,21.15748
"schvalování",33,21.15748
"zvyšování",33,21.15748
"opatrovnictví",33,21.15748
"poradce",33,21.15748
"odchylka",33,21.15748
"udržování",32,20.51635
"delikt",32,20.51635
"mandát",32,20.51635
"úplnost",32,20.51635
"skladování",32,20.51635
"konzultace",32,20.51635
"boj",32,20.51635
"přítomno",32,20.51635
"obstarání",32,20.51635
"zatížení",32,20.51635
"studie",32,20.51635
"odesílatel",32,20.51635
"posloupnost",32,20.51635
"potravina",32,20.51635
"červenec",32,20.51635
"postupník",32,20.51635
"televize",32,20.51635
"dodržení",31,19.87521
"zvuk",31,19.87521
"úmluva",31,19.87521
"profil",31,19.87521
"hotovost",31,19.87521
"květen",31,19.87521
"muž",31,19.87521
"výška",31,19.87521
"nástupnictví",31,19.87521
"sněm",31,19.87521
"loď",31,19.87521
"zproštění",31,19.87521
"stravování",31,19.87521
"rozhlas",31,19.87521
"typ",31,19.87521
"dozorčí",31,19.87521
"tajemník",31,19.87521
"tvar",30,19.23407
"zprostředkování",30,19.23407
"postupitel",30,19.23407
"pohroma",30,19.23407
"důvěra",30,19.23407
"mrav",30,19.23407
"příležitost",30,19.23407
"přípustnost",30,19.23407
"inkaso",30,19.23407
"zhotovení",30,19.23407
"odebrání",30,19.23407
"okolí",30,19.23407
"zpravodaj",30,19.23407
"agent",30,19.23407
"orgány",30,19.23407
"zpřístupnění",30,19.23407
"září",29,18.59294
"zcizení",29,18.59294
"zemědělství",29,18.59294
"vytvoření",29,18.59294
"půjčování",29,18.59294
"důstojnost",29,18.59294
"projektant",29,18.59294
"vyhrožování",29,18.59294
"pronájem",29,18.59294
"šek",29,18.59294
"dialog",29,18.59294
"předražek",29,18.59294
"plavidlo",29,18.59294
"připojení",29,18.59294
"cz-cpa",29,18.59294
"zemřelý",29,18.59294
"rozšiřování",29,18.59294
"březen",29,18.59294
"zapojení",29,18.59294
"násl",29,18.59294
"azylant",29,18.59294
"posečkání",29,18.59294
"zákrok",29,18.59294
"integrita",29,18.59294
"záměna",28,17.95180
"text",28,17.95180
"odvrácení",28,17.95180
"řad",28,17.95180
"omluva",28,17.95180
"upisování",28,17.95180
"zákonnost",28,17.95180
"poukázka",28,17.95180
"čára",28,17.95180
"dobytnost",28,17.95180
"příkazník",28,17.95180
"rasa",28,17.95180
"nepřípustnost",28,17.95180
"podpůrce",28,17.95180
"nečinnost",28,17.95180
"nicotnost",28,17.95180
"invalidita",28,17.95180
"inventář",28,17.95180
"pohotovost",28,17.95180
"skladovatel",28,17.95180
"naplnění",28,17.95180
"zaměstnávání",28,17.95180
"likvidita",28,17.95180
"válka",28,17.95180
"zástavce",28,17.95180
"sourozenec",28,17.95180
"vlajka",28,17.95180
"technika",28,17.95180
"zásoba",27,17.31067
"trestnost",27,17.31067
"pobídka",27,17.31067
"započetí",27,17.31067
"pozměnění",27,17.31067
"národnost",27,17.31067
"mise",27,17.31067
"produkce",27,17.31067
"únor",27,17.31067
"vzájemnost",27,17.31067
"výkaz",27,17.31067
"aktivum",27,17.31067
"jídlo",27,17.31067
"značka",27,17.31067
"porušování",27,17.31067
"přesvědčení",27,17.31067
"zřizovatel",27,17.31067
"uzávěra",27,17.31067
"sázka",27,17.31067
"pleticha",26,16.66953
"obraz",26,16.66953
"celistvost",26,16.66953
"montáž",26,16.66953
"průměr",26,16.66953
"krajina",26,16.66953
"městys",26,16.66953
"darování",26,16.66953
"výzev",26,16.66953
"ostraha",26,16.66953
"nezletilá",26,16.66953
"zdůvodnění",26,16.66953
"oznamovatel",26,16.66953
"porota",26,16.66953
"svěření",26,16.66953
"kolegium",26,16.66953
"úkor",26,16.66953
"zadostiučinění",26,16.66953
"konstrukce",26,16.66953
"šrot",26,16.66953
"střelivo",26,16.66953
"tíž",25,16.02839
"zamezení",25,16.02839
"výkres",25,16.02839
"odpůrce",25,16.02839
"řeč",25,16.02839
"členění",25,16.02839
"prokura",25,16.02839
"průmysl",25,16.02839
"průtah",25,16.02839
"vysílatel",25,16.02839
"předek",25,16.02839
"vyšetření",25,16.02839
"přednost",25,16.02839
"vyřizování",25,16.02839
"nezpůsobilost",25,16.02839
"advokacie",25,16.02839
"napomenutí",25,16.02839
"vylíčení",25,16.02839
"katalog",25,16.02839
"odpověď",25,16.02839
"dvojnásobek",25,16.02839
"klid",25,16.02839
"pozvání",25,16.02839
"šíření",25,16.02839
"ulice",24,15.38726
"iva",24,15.38726
"fundace",24,15.38726
"školení",24,15.38726
"zmocnitel",24,15.38726
"zpřístupňování",24,15.38726
"vyměření",24,15.38726
"vyslání",24,15.38726
"pojem",24,15.38726
"hospodářství",24,15.38726
"pře",24,15.38726
"klasifikace",24,15.38726
"neexistence",24,15.38726
"podávání",24,15.38726
"stanice",24,15.38726
"pohřeb",24,15.38726
"slyšení",24,15.38726
"starší",24,15.38726
"obřad",24,15.38726
"rozhodce",24,15.38726
"uspokojování",24,15.38726
"protest",24,15.38726
"uchazeč",23,14.74612
"uvolnění",23,14.74612
"přítomný",23,14.74612
"mír",23,14.74612
"es",23,14.74612
"podjatost",23,14.74612
"rekreace",23,14.74612
"spoludlužník",23,14.74612
"instalace",23,14.74612
"rozšíření",23,14.74612
"zaměření",23,14.74612
"směr",23,14.74612
"návaznost",23,14.74612
"odbor",23,14.74612
"odkoupení",23,14.74612
"odkup",23,14.74612
"odměňování",23,14.74612
"přestávka",23,14.74612
"uhrazení",23,14.74612
"uvážení",23,14.74612
"vyhledávání",23,14.74612
"požívání",23,14.74612
"ohlašovatel",22,14.10499
"získávání",22,14.10499
"les",22,14.10499
"opakování",22,14.10499
"dělení",22,14.10499
"princip",22,14.10499
"garáž",22,14.10499
"propagace",22,14.10499
"vypracování",22,14.10499
"hmotnost",22,14.10499
"vyškrtnutí",22,14.10499
"žádný",22,14.10499
"přihlášení",22,14.10499
"výpůjčka",22,14.10499
"sjednávání",22,14.10499
"zasílatel",22,14.10499
"skříň",22,14.10499
"jmenovaný",22,14.10499
"zmírnění",22,14.10499
"asanace",22,14.10499
"soukromí",22,14.10499
"svolavatel",22,14.10499
"lokalita",22,14.10499
"depozitář",22,14.10499
"konflikt",22,14.10499
"manželka",22,14.10499
"sňatek",22,14.10499
"fáze",22,14.10499
"účastenství",21,13.46385
"konverze",21,13.46385
"směs",21,13.46385
"opak",21,13.46385
"havárie",21,13.46385
"půjčitel",21,13.46385
"alkohol",21,13.46385
"líh",21,13.46385
"výhra",21,13.46385
"zaopatření",21,13.46385
"předstih",21,13.46385
"sloužící",21,13.46385
"soused",21,13.46385
"rodičovství",21,13.46385
"objednávka",21,13.46385
"spoluautor",21,13.46385
"úplatek",21,13.46385
"karanténa",21,13.46385
"film",21,13.46385
"tkáň",21,13.46385
"parcela",21,13.46385
"velitel",21,13.46385
"ostatní",21,13.46385
"čina",21,13.46385
"výklad",20,12.82272
"sdělování",20,12.82272
"půda",20,12.82272
"poznatek",20,12.82272
"dědění",20,12.82272
"sklep",20,12.82272
"clo",20,12.82272
"kov",20,12.82272
"průzkum",20,12.82272
"pojištěnec",20,12.82272
"pěstoun",20,12.82272
"předcházení",20,12.82272
"kus",20,12.82272
"obálka",20,12.82272
"neposkytnutí",20,12.82272
"lidskost",20,12.82272
"dovolatel",20,12.82272
"revizor",20,12.82272
"pohnutka",20,12.82272
"nálezce",20,12.82272
"doručitel",20,12.82272
"odečtení",20,12.82272
"klient",20,12.82272
"přesnost",20,12.82272
"aplikace",20,12.82272
"krytí",20,12.82272
"porovnání",20,12.82272
"vynětí",20,12.82272
"surovina",20,12.82272
"portál",20,12.82272
"dálka",20,12.82272
"vyzvednutí",20,12.82272
"zástupka",19,12.18158
"dvanáctina",19,12.18158
"kolo",19,12.18158
"podvod",19,12.18158
"zhoršení",19,12.18158
"úplat",19,12.18158
"organizátor",19,12.18158
"zlepšení",19,12.18158
"volič",19,12.18158
"vydavatel",19,12.18158
"obvinění",19,12.18158
"přípravek",19,12.18158
"neplnění",19,12.18158
"další",19,12.18158
"konto",19,12.18158
"setkání",19,12.18158
"zavazadlo",19,12.18158
"složitost",19,12.18158
"součin",19,12.18158
"dotaz",19,12.18158
"objem",19,12.18158
"automat",19,12.18158
"linie",19,12.18158
"došetření",19,12.18158
"studium",19,12.18158
"kauce",19,12.18158
"středisko",19,12.18158
"odcizení",19,12.18158
"zástav",19,12.18158
"los",19,12.18158
"umění",19,12.18158
"vydržení",19,12.18158
"prevence",19,12.18158
"cizinka",18,11.54044
"koncepce",18,11.54044
"manipulace",18,11.54044
"otevírání",18,11.54044
"čelo",18,11.54044
"vracení",18,11.54044
"vydědění",18,11.54044
"ředitelství",18,11.54044
"ukladatel",18,11.54044
"vyučování",18,11.54044
"zbavení",18,11.54044
"distribuce",18,11.54044
"návrat",18,11.54044
"měření",18,11.54044
"zdravotnictví",18,11.54044
"přirážka",18,11.54044
"přírůstek",18,11.54044
"církev",18,11.54044
"identifikátor",18,11.54044
"psaní",18,11.54044
"zajišťovna",18,11.54044
"nomenklatura",18,11.54044
"doručovatel",18,11.54044
"obcházení",18,11.54044
"propouštění",18,11.54044
"obstaravatel",18,11.54044
"stavebnictví",18,11.54044
"student",18,11.54044
"věrohodnost",18,11.54044
"známo",18,11.54044
"stážista",18,11.54044
"poradenství",18,11.54044
"těžba",18,11.54044
"upsání",18,11.54044
"doměření",18,11.54044
"pošta",18,11.54044
"čtvrtina",18,11.54044
"vybírání",18,11.54044
"vyhošťování",18,11.54044
"čest",17,10.89931
"sestava",17,10.89931
"zhotovování",17,10.89931
"konfederace",17,10.89931
"doručenka",17,10.89931
"ukazatel",17,10.89931
"prst",17,10.89931
"předsedající",17,10.89931
"emise",17,10.89931
"blok",17,10.89931
"plošina",17,10.89931
"nemožnost",17,10.89931
"nepodjatost",17,10.89931
"nabývání",17,10.89931
"dokonání",17,10.89931
"předkupník",17,10.89931
"rekognice",17,10.89931
"burza",17,10.89931
"rekonstrukce",17,10.89931
"schodek",17,10.89931
"investor",17,10.89931
"pokladna",17,10.89931
"váha",17,10.89931
"zneužívání",17,10.89931
"středník",17,10.89931
"tarif",17,10.89931
"uchovávání",17,10.89931
"umožnění",17,10.89931
"upisovatel",17,10.89931
"rozvázání",17,10.89931
"pozbytí",17,10.89931
"úspěch",17,10.89931
"dráha",17,10.89931
"vypůjčitel",17,10.89931
"živočich",17,10.89931
"odpůrčí",16,10.25817
"odvod",16,10.25817
"výpomoc",16,10.25817
"tržba",16,10.25817
"závaznost",16,10.25817
"uschovatel",16,10.25817
"použitelnost",16,10.25817
"úsudek",16,10.25817
"čekatel",16,10.25817
"neoznámení",16,10.25817
"model",16,10.25817
"přenechání",16,10.25817
"cyklus",16,10.25817
"docházka",16,10.25817
"amnestie",16,10.25817
"nepříčetnost",16,10.25817
"výčet",16,10.25817
"podlaží",16,10.25817
"rozpuštění",16,10.25817
"rubopis",16,10.25817
"lest",16,10.25817
"pečeť",16,10.25817
"splácení",16,10.25817
"starožitnost",16,10.25817
"teplo",16,10.25817
"desetina",16,10.25817
"zahlazení",16,10.25817
"přeřazení",16,10.25817
"koridor",16,10.25817
"vykonávání",16,10.25817
"teror",16,10.25817
"chov",15,9.61704
"cz-cc",15,9.61704
"umoření",15,9.61704
"zkáza",15,9.61704
"zaslání",15,9.61704
"fungování",15,9.61704
"uveřejňování",15,9.61704
"způsobení",15,9.61704
"vytváření",15,9.61704
"úpis",15,9.61704
"zatčení",15,9.61704
"očekávání",15,9.61704
"kosmetička",15,9.61704
"protiprávnost",15,9.61704
"prověřování",15,9.61704
"pojišťovnictví",15,9.61704
"napodobenina",15,9.61704
"napojení",15,9.61704
"přeložení",15,9.61704
"neděle",15,9.61704
"hrozba",15,9.61704
"ničení",15,9.61704
"noc",15,9.61704
